unique_ID,lon,lat
531,-123.1,47.86
532,9.066666667,47.16666667
533,7.416666667,47.225
534,7.766666667,46.71666667
535,7.883333333,47.275
536,8.833333333,46.025
537,-117.1777,34.1864
538,-118.261,34.3055
539,26.03,61.1
540,15.34,64.27
541,25.02,61.55
542,-86.15,43.67
543,-85.795,43.815
544,-85.83,44.38
545,-86.09,43.4
546,-85.5,44.23
547,-83.44,9.35
548,10.3,52.45
549,-65.43,-17.16
550,-83.47,9.34
551,-72.55,-49.23
552,120.02,-1.3
553,11.23333333,52.61666667
554,9.95,53.16666667
555,10.31666667,52.83333333
556,11.26666667,52.4
557,10.19,52.5
558,10.86666667,53.15
559,11.26666667,52.36666667
560,10.23333333,52.98333333
561,11.25,52.61666667
562,11.28333333,52.38333333
563,11.16,52.24
564,11.15,52.37
565,11.17,52.23
566,10.52,53.09
567,10.49,53.07
568,10.81666667,53.11666667
569,11.16,52.22
570,10.14,52.59
571,9.57,53.1
572,11.14,52.37
573,-86.7071,30.494
574,-86.7005,30.4984
575,-86.7023,30.491
576,18.9218,-33.9479
577,149.13,-35.28
578,-116.4728,43.9227
579,135.7166667,35.66666667
580,-36.45,-54.15
581,158.56,-54.36
582,158.95,-54.5
583,-70.9999,-33.0685
584,170.175,-43.335
585,27.0328,-18.6413
586,27.0336,-18.6434
587,88.7,30.95
588,-115.071,51.0211
589,-115.0377,51.0277
590,-115.0765,50.994
591,36.6436,-1.2187
592,85.6912,25.9851
593,85.6879,25.9886
594,85.6804,25.9837
595,116.366127,39.962118
596,120.7166667,42.96666667
597,-117.0053,46.4378
598,-126.8956944,37.35569444
599,126.51,37.19
600,134.2166667,35.53333333
601,117.4166667,5.366666667
602,-103.28,43.26
603,-84.33333333,35.9
604,-111.8,41.75
605,-98.4895,31.0443
606,-97.7632,30.3693
607,-98.48,31.0393
608,-97.6907,30.6707
609,-98.5063,31.0298
610,-98.5052,31.042
611,-97.791,30.2567
612,-98.5042,31.0472
613,-97.863,30.2137
614,-98.4808,31.0395
615,-98.4805,31.0422
616,-98.3417,29.692
617,-99.9155,30.9282
618,-98.5192,29.8353
619,-106.7383,34.2694
620,-106.7848,32.4966
621,-104.6948,40.8853
622,-96.601,31.4995
623,-95.8994,31.9001
624,-99.3993,33.8993
625,148.55,-27.98333333
626,115.81,-31.98
627,23.3172,-25.2608
628,22.9712,-23.95
629,78.03333333,27.16666667
630,-76.15,43.05
631,-57.83833333,-36.03333333
632,-68.036578,-32.395484
633,-68.035831,-32.368527
634,-68.01184,-32.42673
635,91.9,25.56666667
636,91.54,25.34
637,-79.54686667,8.985619444
638,20.25,68.5
639,18.8083,68.3486
640,37.6308,-6.8376
641,37.6276,-6.8376
642,37.6297,-6.8418
643,37.6301,-6.8437
644,37.63333333,-6.8316
645,83.52,21.25
646,-92.12,38.4
647,-92.2,38.67
648,-92.2,38.66666667
649,-48.38,-23.02
650,19.1626,46.8444
651,68.428,37.2826
652,68.3834,37.2453
653,68.3643,37.2618
654,68.3036,37.2211
655,68.5235,37.212
656,68.2879,37.1699
657,68.2853,37.2234
658,138.56293,35.40974
659,138.6965,35.3715
660,142.2163,27.0702
661,133.9476,34.6583
662,139.7452,35.7187
663,139.6448,35.2426
664,130.5506,31.598
665,141.0857,39.943
666,142.3496,43.7521
667,-73.954417,40.632741
668,148.75,-35.38
669,148.45,-35.23
670,151,-33
671,-110.7,50.73332
672,114.0666667,4.233333333
673,113.7,3.65
674,113.6997,3.6506
675,114.0627,4.2361
676,33.4205,-8.8612
677,5.14,50.02
678,5.23,50.03
679,19.05301667,68.35713333
680,-122.17,46.5
681,-122,46
682,-120.03,38.93
683,127.17,37.78
684,116.0485,-32.3511
685,-79.5,34.91666667
686,-79,35
687,-88.95,46.25
688,-88.68333333,47.1
689,-87.9,46.5
690,-87.93333333,46.3
691,-88.65,47.08333333
692,-87.86666667,45.51666667
693,36.5,-1.2
694,7.683333333,60.26666667
695,27.01666667,69.75
696,7.666666667,60.28333333
697,7.35,60.41666667
698,-111.11,37.726
699,-119.5004,46.5566
700,-119.63,46.5327
701,-119.2917,46.4926
702,-119.3672,46.4716
703,22.2,48.88333333
704,135.7722,35.0579
705,135.7693,35.0586
706,76.9905,43.2418
707,108.8166667,18.66666667
708,112.9,22.68333333
709,112.5833333,23.13333333
710,101.4166667,21.68333333
711,114.17265,22.57985
712,101.0166667,24.53333333
713,108.8416667,18.60833333
714,108.8416667,22.65833333
715,140.13,36.1
716,4.31,51.18
717,61.05,56.6
718,66.4,66.65
719,63.68333333,58.05
720,60.15,55
721,30.9,53.38333333
722,-122.5225,37.861
723,115.0581111,26.74141667
724,175.318526,-37.787053
725,175.3166667,-37.78333333
726,78.279,17.5012
727,109.45,26.5
728,10.5,51.06666667
729,138.7661111,36.92222222
730,138.7694444,36.88888889
731,138.7347222,36.84166667
732,19.52,48.36
733,5.6498,52.0796
734,-145.5,65.43333333
735,-145.5,65.41666667
736,-39.16,-14.47
737,-147.8356,64.8589
738,-84.45,42.66666667
739,14.5278,-22.6893
740,16.9966,-22.5925
741,14.8564,-21.2141
742,126.7833333,72.61666667
743,-48.6083,-23.0226
744,-48.6361,-23.077
745,-71.85,44.01666667
746,28.5,62.56
747,-111.554578,34.926581
748,-111.652276,35.177059
749,-104.6206,40.8759
750,-104.6055,40.8634
751,34.85,3.72
752,34.51,3.43
753,1.083333333,8.52
754,36.58333333,7.55
755,19.27,64.7
756,9.35,51.46
757,11.26,51.23
758,11.03,51.25
759,10.03,51.31
760,-121.2256,38.9786
761,-121.2253,38.9817
762,-121.2244,38.9827
763,-121.2267,38.9819
764,-121.2259,38.9822
765,113.01,28.06
766,103.8833333,31.68333333
767,117.5166667,34.34166667
768,114.0666667,42.88333333
769,114.675,42.64166667
770,116.2833333,42.03333333
771,115.2833333,42.4
772,115.2111111,42.43888889
773,115.7833333,42.21666667
774,110.08,27.09
775,122.0166667,30.16666667
776,115.0666667,26.73333333
777,8.247679,49.992522
778,16.956624,47.961229
779,6.1278,51.8243
780,13.8479,44.9347
781,8.2103,50.0135
782,39.258745,44.821401
783,12.8579,46.8932
784,14.2883,46.6442
785,12.8871,46.9158
786,12.8348,47.0438
787,12.7678,47.0483
788,-114.2769,55.1681
789,-114.285,55.162
790,-114.3365,55.1786
791,-114.2816,55.1647
792,9.86,51.73
793,10.235,51.315
794,9.938125,51.538341
795,118.15,27.05
796,9.566666667,51.76666667
797,-119.3333333,46.40555556
798,-119.7342,46.5838
799,-119.7329,46.5836
800,-72.98333333,44.8
801,-72.53,44.31
802,-72.88333333,44.5
803,-72.59,44.48
804,116.2666667,42.03333333
805,83.6697,39.1105
806,87.92,44.37
807,80.72,36.46
808,110.2,39.49
809,104.78,37.45
810,120.69,42.93
811,117.95,49.48
812,115.89,42.86
813,113.3075,28.40777778
814,113.17,28.24
815,114.4530556,24.56847222
816,80.72883611,37.01565833
817,117.9666667,26.8
818,34.56666667,0.1
819,25.0136,58.595
820,25.68,58.73
821,114.1166667,22.7
822,115.25,-29.86666667
823,-72.1922,42.5345
824,107.39,33.42
825,109.7091,38.3265
826,112.8333333,22.66666667
827,127.5,45.35
828,-118.7483,36.5547
829,-75.91666667,78.88333333
830,-72.16666667,42.5
831,13.21666667,56.55
832,19.45,64.11666667
833,13.13,56.33
834,135.8333333,34.78333333
835,102.3,2.966666667
836,29.58333333,67.76666667
837,30.58,62.47
838,19.05,68.36666667
839,-14.88333333,12.81666667
840,-15.66666667,13.75
841,101.2666667,21.91666667
842,40.57,64.55
843,-61.72,-16.12
844,-96.5,36.93
845,-101.53,35.3
846,-104.77,40.82
847,-96.5,36.95
848,-0.1326,52.1359
849,-79.09,35.97
850,-79.9299,43.5081
851,16.7472,49.2921
852,-89.42,43.04
853,-81.61275,39.79
854,-4.42,57.44
855,-4.45,57.22
856,-149.7166667,68.63333333
857,-79.8877,44.1505
858,-79.8585,44.499
859,-79.3291,44.1401
860,-79.1224,44.1575
861,-79.4334,46.0013
862,-78.5031,44.0767
863,-79.1235,44.1615
864,-80.0603,44.2544
865,-80.3619,44.4707
866,-80.319,42.9218
867,-80.317,42.9214
868,-79.8589,44.5017
869,-80.3611,44.4722
870,-80.0663,44.253
871,-79.3371,44.1432
872,-79.4316,45.9969
873,-79.8869,44.151
874,-74.5089,39.8879
875,-74.5152,39.9174
876,-74.5007,39.9049
877,-77.4824,39.8263
878,-122.3,47.29
879,-81.3,41.61
880,10.29,51.23
881,10.01,51.29
882,11.25,51.2
883,9.44,51.19
884,10.02,51.57
885,11.26,51.19
886,9.39,51.32
887,10.27,51.32
888,10.52,51.24
889,11.27,51.1
890,9.26,51.44
891,9.36,51.48
892,9.4,51.42
893,11.25,51.22
894,10.504746,51.09561
895,10.23,51.05
896,-113.0355,38.3371
897,-112.3958,40.6503
898,-112.3411,40.6169
899,-47.15,-23.91666667
900,-48.85,-23.01666667
901,-5.02,6.13
902,-8.796944444,38.88194444
903,-8.817222222,38.83583333
904,-0.916666667,6.166666667
905,-0.75,6.3333
906,140.0765,-36.2918
907,103.0083333,29.94166667
908,-20.56666667,74.46666667
909,-98.1883,27.6695
910,-98.201,27.6667
911,27.3,63.1666
912,-104.46,40.46
913,-104.77,40.77
914,-121.3666667,44.25
915,-149.57,68.63
916,-153.175,69.955
917,136.9166667,35.55
918,138.8333333,35.15
919,138.35,34.98333333
920,136.5,35.11666667
921,149.1166667,-35.11666667
922,149.1166667,-35.28333333
923,9.07,45.59
924,14.33,41.43
925,1.1875,42.46611111
926,-75.5,45.4
927,-71.06666667,43.21666667
928,-72.148,-40.6518
929,-64.75,-38.75
930,-63.75,-38.75
931,-84.66666667,75.55
932,17.07944444,52.24444444
933,4.1661,44.0297
934,-106.77,32.3
935,-104.636,29.214
936,127.119,36.4465
937,-101.3327,51.2149
938,-89.43,43.04
939,133.56,-28.94
940,13.86666667,45.63333333
941,-98.19,50.11
942,-98.32,50.18
943,76.9848,43.2286
944,77.0651,43.0722
945,77.0138,43.1689
946,77.078,43.1102
947,-2.7919,55.1
948,143.1166667,-37.23333333
949,142.0166667,-37.83333333
950,108.2985,24.7214
951,108.3083333,24.725
952,107.9432,24.9069
953,13.19,55.98
954,13.63,55.7
955,13.17,55.98
956,13.92,55.75
957,13.16666667,55.98333333
958,13.63333333,55.7
959,13.91666667,55.75
960,102.3,2.983333333
961,3.258855975,43.59269
962,3.280842005,43.562645
963,-112.08,29.0582
964,-115.9074,33.0888
965,-99.7566,37.0439
966,-99.7527,37.0459
967,-99.7564,37.0451
968,-99.752,37.0471
969,-116.3931,33.6345
970,-96.65566667,39.3
971,118.9937,-33.1062
972,11.1,60.26666667
973,147.51,-42.82
974,26.455,-22.3506
975,26.4283,-22.3134
976,26.4662,-22.3626
977,26.4759,-22.277
978,26.3892,-22.3942
979,26.5081,-22.4924
980,26.4321,-22.3402
981,26.8402,-22.3243
982,-70.5,45.75
983,-7.25,52.95
984,22.15,61.31666667
985,43.35,14.75
986,5.0208,52.8964
987,4.695,51.5833
988,6.5692,52.5572
989,6.2036,52.6505
990,5.4091,52.0979
991,-159.36,22.05
992,-155.12,19.23
993,-155.14,19.59
994,26.45,58.46
995,2.5,53.41666667
996,50.58333333,49.11666667
997,-0.866666667,51.16666667
998,11.31666667,49.41666667
999,-0.866666667,52.41666667
1000,50.91666667,62.3
1001,50.65,62.25
1002,29.31666667,61.81666667
1003,27.03333333,58.61666667
1004,21.46666667,61.23333333
1005,26.66666667,66.33333333
1006,27.08333333,58.55
1007,26.93333333,57.96666667
1008,26.51,57.86666667
1009,28.54,69.58333333
1010,23.5,60.61666667
1011,23.42,54.86666667
1012,26.45,58.65
1013,21.5,58.38333333
1014,26.23,64.96666667
1015,26.44,66.35
1016,24.13,61.86666667
1017,-2.515368,55.310823
1018,-0.26,52.48
1019,-94.37,46.05
1020,106.6833333,29.63333333
1021,-72.05,44.28
1022,35,32.8
1023,35.61666667,32.66666667
1024,-72.3778,-0.6132
1025,-111.7916,43.8127
1026,36.6045,-0.9327
1027,36.0953,-0.925
1028,36.6009,-0.9173
1029,-9.13,38.73
1030,3.866666667,43.63333333
1031,-80.252892,25.716291
1032,-80.272789,25.676931
1033,-72.37722222,-50.32944444
1034,-69.52611111,-51.51222222
1035,-69.61444444,-51.59388889
1036,-71.64166667,-50.34138889
1037,-72.23333333,-51.58333333
1038,16.39,60.49
1039,16.3,60.49
1040,16.65,60.77
1041,-18.11,60.22
1042,16.33,57.25
1043,-111.0429,31.8424
1044,-78.94,36
1045,-4.5,5.5
1046,-4.3,5.3
1047,3.016666667,45.71666667
1048,-40.28,-6.7
1049,-80.22684,43.532076
1050,115.82,-32
1051,-80.89865,25.2866
1052,24,59
1053,25.02,59.47
1054,26.25,58.86
1055,-76.48,36.63
1056,-76.5,36.5
1057,-84.85,45.55
1058,-88.88333333,46.93333333
1059,-84.66666667,45.56666667
1060,-84.51,42.73
1061,-106.5166667,34.4
1062,-82.56666667,35.06666667
1063,-81.71666667,30.61666667
1064,-83.41666667,33.41666667
1065,-88.46666667,46.65
1066,-148.25,64.66666667
1067,-88.65,47.1
1068,-105.5927,40.5691
1069,-105.6302,40.5766
1070,-0.5998,32.7378
1071,-80.18,35.64
1072,-85.51,32.59
1073,-78.98,36.02
1074,-96.8379,55.9148
1075,-96.9086,56.048
1076,-91.6055,46.6986
1077,-96.4886,56.0859
1078,-96.4951,56.1075
1079,169.892318,-44.354139
1080,26.91666667,58.7
1081,109.02,38.57
1082,-89.245,20.81555556
1083,-89.65333333,20.87916667
1084,-89.65277778,20.83333333
1085,120,-1.6
1086,79.33,30.47
1087,76.5249,28.8807
1088,79.2,30.28
1089,79.3,29.24
1090,79.5,29.4
1091,7.2652,50.5531
1092,7.2623,50.5543
1093,7.2672,50.5537
1094,5.8666,51.8166
1095,5.868706,51.823443
1096,72.33,29.75
1097,78.97,29.23
1098,70.29,29.13
1099,70.2,29.8
1100,-47.4338,-21.9479
1101,-39.6354,-10.9736
1102,-2.7833,55.1
1103,-3.4262,58.4304
1104,-3.4267,58.4296
1105,-120.9669,38.4314
1106,127.5333333,45.40833333
1107,-95.9,49.88
1108,-104.49,41.08
1109,-96.58,39.08
1110,107.75,50.6
1111,-107.75,50.6
1112,-47.4153,-2.9837
1113,11.31,51.25
1114,34.78,30.85
1115,16.34,48.24
1116,16.23333333,48.21666667
1117,-1.2534,51.711
1118,-112.8235,43.8194
1119,-112.7309,43.8542
1120,-123.8,41.7536
1121,-81.663,34.6374
1122,7.34,47.02
1123,8,47.23
1124,7.59,47.18
1125,7.55,47.16
1126,7.47,47.06
1127,8.04,46.58
1128,-84.665,39.1012
1129,79.67,30.2
1130,49.4,30.11
1131,79.4,30.11
1132,-73.9358,41.673
1133,118.5539,-32.0963
1134,118.5244,-31.9535
1135,117.3701,-30.168
1136,117.3679,-30.1851
1137,117.1696,-32.9932
1138,117.17601,-32.9998
1139,117.2206,-33.6175
1140,118.7969,-33.1028
1141,117.5699,-32.8787
